Perfil,Vacantes_name,Vacantes_Empresa,Vacantes_Lugar,Vacantes_Fecha,Vacantes_Descripcion,Vacantes_Sueldo,Vacantes_Estrellas
AnalistaDeDatos,Arquitecto Software JAVA,Top Capita,"Aguascalientes, Ags.+2 ubicaciones•Remoto",hace 13 días,"Escolaridad: Licenciatura o Ingeniería en Sistemas, TI o afín.
10 años de experiencia como Arquitecto de Software, es un plus si vienes de una empresa de…
hace 13 días·más...","$70,000 - $90,000 al mes",3.8
AnalistaDeDatos,Arquitecto de software,DESYSNET Consultores TI,"Colonia Vallejo, CDMX",hace 12 días,"*Dominio de ingeniería de software Metodología de componentes y su interacción*.
*Metodología de componentes y su interacción*.
hace 12 días·más...","$60,000 - $65,000 al mes",5
AnalistaDeDatos,Arquitecto GCP,Recluit,"Guadalajara, Jal.",hace 4 días,"Experiencia con herramientas para Infraestructura por código (Terraform, Sparkleformation, Pulumi).
Experiencia con orquestadores para el despliegue de…
hace 4 días·más...","$80,000 al año",4.3
AnalistaDeDatos,Arquitecto de Software,FACTUM,"Tlalpan, CDMX•Remoto",hace 26 días,"Empresa española de servicios de seguridad y comunicaciones.
Estamos presentes en grandes y reconocidos clientes con presencia en Europa y Latinoamérica.
hace 26 días·más...",,4.1
AnalistaDeDatos,Líder de Infraestructura,Capital Empresarial Horizonte,"Benito Juárez, CDMX•Remoto temporalmente",hace 18 días,"Experiencia en consultoría / arquitectos deseable en la industria BFSI.
Experiencia como consultor funcional / líder funcional / arquitecto de soluciones junto…
hace 18 días·más...","$30,000 - $85,000 al mes",
AnalistaDeDatos,Analista de Precios Unitarios,Grupo Lunel,"Monterrey, N. L.",hace 30+ días,"Si eres Ing. civil o arquitecto y tienes experiencia en ser analista de precios unitarios, esta vacante es para ti.
hace 30+ días·más...",,2.9
AnalistaDeDatos,Reclutador TI,Enteracloud,"Tijuana, B.C.",hace 15 días,"Reclutamiento y Selección mínima de un año en Tecnología de información.
Manejo de bolsas y medios de reclutamiento.
hace 15 días·más...",,4.5
AnalistaDeDatos,Arquitecto Java Microservicios 100% Remoto,Noralogic,"Cuauhtémoc, CDMX•Remoto",hace 14 días,"Experiencia en compilación usando Maven, Gradle.
Conocimiento de sistemas de seguridad como Oauth 2 y SAML.
Experiencia práctica con Postgres y SQL.
hace 14 días·más...","$75,000 - $85,000 al mes",
AnalistaDeDatos,Quality Engineer (QA),Umvel,"Colonia Condesa, CDMX•Remoto",hace 30+ días,"En *Umvel* nos dedicamos al desarrollo de software a medida, seguimos un principio de apertura a las ideas, a la innovación y a los procesos; lo que nos…
hace 30+ días·más...","$25,000 al mes",4.3
AnalistaDeDatos,Arquitecto cloud/ecommerce,El puerto de Liverpool,"Cuajimalpa, CDMX+1 ubicación",hace 30+ días,"Nuestra misión es servir al cliente en todo lugar, todos los días, toda la vida, nuestra visión es ser la mejor opción en servicio, surtido y valor.
hace 30+ días·más...",,
AnalistaDeDatos,Líder Técnico / Arquitecto de Software,Root Technologies,"Benito Juárez, CDMX",hace 30+ días,"En *Root Technologies* desarrollamos las mejores soluciones en tecnología para transformar la manera en que se conecta el mundo.
hace 30+ días·más...","$45,000 - $50,000 al mes",
AnalistaDeDatos,DEVOPS ENGINEER,Acute-Talent,"Cuauhtémoc, CDMX•Remoto temporalmente",hace 18 días,"Trabajará con compañeros de equipo y equipos de arquitectos para diseñar una infraestructura segura y de alta disponibilidad.
hace 18 días·más...","$40,000 - $45,000 al mes",3.8
AnalistaDeDatos,Automation Infrastructure Engineer TI,"Talent Center Institute, S.C.","Querétaro, Qro.",hace 30+ días,"Experiencia de 5 años en puesto similar.
Certificado en tecnologías de contenedores, es decir, OpenShift,Docker, Kubernetes, etc.
hace 30+ días·más...","$80,000 al año",
AnalistaDeDatos,Quality Assurance,Umvel,"Colonia Condesa, CDMX",hace 30+ días,"En Umvel nos dedicamos al desarrollo de software a medida, seguimos un principio de apertura a las ideas, a la innovación y a los procesos; lo que nos…
hace 30+ días·más...",,3.7
AnalistaDeDatos,React Front End Developer,CODIGO FUENTE,"Querétaro, Qro.",hace 21 días,"Debe disen?ar y comunicar perspectivas arquitecto?nicas de sistemas bien encapsulados.
Debe ser un ingeniero de Front End experimentado con conocimientos…
hace 21 días·más...",,3.5
AnalistaDeDatos,Arquitecto de Software Inglés Intermedio,EON IGNITING BUSINESS,"Benito Juárez, CDMX",hace 15 días,"Licenciatura / Ingeniería en sistemas, informática o carrera afín.
Llevar a cabo un flujo de trabajo GIT (GITFlow).
Prestaciones de Ley y Superiores.
hace 15 días·más...","$40,000 - $47,000 al mes",4.4
AnalistaDeDatos,Desarrollador de Apis y servicios CLoud,Grupo Salinas S.A. de C.V.,"Tlalpan, CDMX•Remoto",hace 26 días,"Escolaridad*: Carrera en Sistemas, Computación, Informática o afín (titulado).
Conocimientos sólidos en REST, Java, Springboot, JSON y SQL.
hace 26 días·más...","$40,000 - $45,000 al mes",
