Perfil,Vacantes_name,Vacantes_Empresa,Vacantes_Lugar,Vacantes_Fecha,Vacantes_Descripcion,Vacantes_Sueldo,Vacantes_Estrellas
ArquitectoTI,Arquitecto Cloud,EON IGNITING BUSINESS,"Benito Juárez, CDMX•Remoto temporalmente",Postedhace 17 días,"Licenciatura / Ingeniería en sistemas, informática o carrera afín.
Al menos 4 años de experiencia en puesto similar.
Realizar diseños para la seguridad.
Postedhace 17 días·más...","$70,000 al mes",3.3
ArquitectoTI,Arquitecto Software JAVA,Top Capita,"Aguascalientes, Ags.+2 ubicaciones•Remoto",Postedhace 15 días,"Escolaridad: Licenciatura o Ingeniería en Sistemas, TI o afín.
10 años de experiencia como Arquitecto de Software, es un plus si vienes de una empresa de…
Postedhace 15 días·más...","$70,000 - $90,000 al mes",3.8
ArquitectoTI,Arquitecto de software,DESYSNET Consultores TI,"Colonia Vallejo, CDMX",Postedhace 13 días,"*Dominio de ingeniería de software Metodología de componentes y su interacción*.
*Metodología de componentes y su interacción*.
Postedhace 13 días·más...","$60,000 - $65,000 al mes",4.1
ArquitectoTI,"Documentador en Obra LA PAZ, BCS - Pasantes Arquitectura",Grupo Siayec,Baja California Sur,Postedhace 5 días,"Tramitar permisos y libranzas, mantiendo la documentación actualizada.
Comunicar la actualización de los planos y generar la documentación necesaria derivada de…
Postedhace 5 días·más...","$10,000 al mes",4.3
ArquitectoTI,ANALISTA NEGOCIO CONFIGURACION TI,Christus Muguerza Sistemas Hospitalarios,"Monterrey, N. L.",Postedhace 26 días,"Conocer el diseño de procesos y aplicaciones para mapear las soluciones del negocio en los aplicativos.
Manejo de aplicaciones de negocio (por ejemplo: HIS, EMR…
Postedhace 26 días·más...","$75,000 al mes",4.2
ArquitectoTI,Arquitecto/a de Soluciones,Scotiabank,Ciudad de México,Postedhace 30+ días,"Evaluar la implantación de mejoras a los sistemas y nuevos modelos en tecnologías de información (iniciativas) que aseguren una alineación a la estrategia…
Postedhace 30+ días·más...","$60,000 - $70,000 al año",3.9
ArquitectoTI,Arquitecto de Middleware – Integraciones,Tecnológico de Monterrey,Remoto,Postedhace 30+ días,"Nuestros procesos están centrados en las personas, asegurando experiencias extraordinarias junto con nuestro talento y el nuevo Modelo Educativo Tec21.
Postedhace 30+ días·más...","$30,000 - $55,000 al mes",2.6
ArquitectoTI,Arquitecto de Infraestructura en la Nube,Grupo Tress Internacional,Remoto,Postedhace 15 días,"El arquitecto también colaborará con los equipos y arquitectos de desarrollo de aplicaciones, seguridad y bases de datos en el diseño de soluciones, la…
Postedhace 15 días·más...","$75,000 - $85,000 al mes",3.6
ArquitectoTI,Arquitecto de Seguridad,Data Warden,Ciudad de México,Postedhace 30+ días,"Experiencia demostrada en infraestructura como servicio (Infrastructure as a Service) utilizando Chef, Puppet.
Postedhace 30+ días·más...","$40,000 - $45,000 al mes",4.5
ArquitectoTI,ASESOR/A TI ARQUITECTURA SOLUCIONES,Scotiabank,Ciudad de México,Postedhace 30+ días,"Será responsable de plantear y guiar la implantación exitosa de soluciones tecnológicas que brindan soporte a aplicaciones de negocio complejas y con diferentes…
Postedhace 30+ días·más...","$20,000 - $30,000 al mes",3.9
ArquitectoTI,Arquitecto de Software Sr,Softtek,Ciudad de México,Postedhace 6 días,"C++, C#, PHP, JAVA, Visual Basic, C-Linux, SQL, HTML, CSS.
Impulsar la innovación digital aprovechando nuevas tecnologías y enfoques innovadores para renovar,…
Postedhace 6 días·más...","$29,000 - $30,000 al mes",3.9
ArquitectoTI,Reclutador TI,Branchbit,"Benito Juárez, CDMX",Postedhace 22 días,"Reclutamiento y Selección mínima de un año en Tecnología de información.
Manejo de bolsas y medios de reclutamiento.
Postedhace 22 días·más...","$15,000 - $18,000 al mes",3.2
ArquitectoTI,SysAdmin Administrador de servicios e infraestructura de TI...,MYJOBPRO.COM DE MEXICO,"Puebla, Pue.",Postedhace 13 días,"3 años en posiciones similares administrando sistemas en servidores físicos y/o virtuales (Comprobable, se cotejará).
Prioridad a ser organizado y metódico.
Postedhace 13 días·más...","$15,000 - $20,000 al mes",3.9
ArquitectoTI,Arquitecto de Soluciones para Preventas,DXC Technology,Remoto,Postedhace 28 días,"Soluciones de servicios en la nube y en las instalaciones.
Evaluar y comprender los requisitos del cliente y los puntos débiles.
Postedhace 28 días·más...",,4.5
ArquitectoTI,Arquitecto de proyecto IT,Manpower Mexico,Ciudad de México,Postedhace 27 días,"Licenciatura en informática o carreras afines titulado.
Conocimiento SQL y otras bases de datos.
Conocimientos generales necesarios de hardware para proponer…
Postedhace 27 días·más...","$75,000 al mes",3.8
ArquitectoTI,ARQUITECTO JAVA,DESYSNET Consultores TI,+1 ubicaciónRemoto,Postedhace 30+ días,"Metodología de componentes y su interacción.
Estándares y normas para aplicar a la construcción de Software.
Conocimiento de comunicación entre aplicaciones SOA…
Postedhace 30+ días·más...","$60,000 - $70,000 al año",3.6
ArquitectoTI,ServiceNow Business Analyst,Capital Empresarial Horizonte,"Benito Juárez, CDMX",Postedhace 1 día,,"$30,000 - $55,000 al mes",4.1
ArquitectoTI,Arquitecto AWS,Itera Process,Ciudad de México,Postedhace 30+ días,"Ingeniería o Licenciatura en Sistemas, Informática, Telemática o afín al área de TI, (Titulado o pasante).
Administración de Sistemas Operativos Linux (Deseable…
Postedhace 30+ días·más...","$45,000 - $50,000 al mes",1.2
ArquitectoTI,Líder de Infraestructura,Capital Empresarial Horizonte,"Benito Juárez, CDMX•Remoto temporalmente",Postedhace 20 días,"Experiencia en consultoría / arquitectos deseable en la industria BFSI.
Experiencia como consultor funcional / líder funcional / arquitecto de soluciones junto…
Postedhace 20 días·más...","$30,000 - $85,000 al mes",3.8
ArquitectoTI,Arquitecto cloud/ecommerce,El puerto de Liverpool,"Cuajimalpa, CDMX+1 ubicación",Postedhace 30+ días,"Nuestra misión es servir al cliente en todo lugar, todos los días, toda la vida, nuestra visión es ser la mejor opción en servicio, surtido y valor.
Postedhace 30+ días·más...",,3.9
ArquitectoTI,Analista de Precios Unitarios,Grupo Lunel,"Monterrey, N. L.",Postedhace 30+ días,"Si eres Ing. civil o arquitecto y tienes experiencia en ser analista de precios unitarios, esta vacante es para ti.
Postedhace 30+ días·más...",,4
ArquitectoTI,Arquitecto Java Microservicios 100% Remoto,Noralogic,"Cuauhtémoc, CDMX•Remoto",Postedhace 15 días,"Experiencia en compilación usando Maven, Gradle.
Conocimiento de sistemas de seguridad como Oauth 2 y SAML.
Experiencia práctica con Postgres y SQL.
Postedhace 15 días·más...","$75,000 - $85,000 al mes",
ArquitectoTI,Arquitecto GCP,Recluit,"Guadalajara, Jal.",Postedhace 6 días,"Experiencia con herramientas para Infraestructura por código (Terraform, Sparkleformation, Pulumi).
Experiencia con orquestadores para el despliegue de…
Postedhace 6 días·más...","$80,000 al año",
ArquitectoTI,Líder Técnico / Arquitecto de Software,Root Technologies,"Benito Juárez, CDMX",Postedhace 30+ días,"En *Root Technologies* desarrollamos las mejores soluciones en tecnología para transformar la manera en que se conecta el mundo.
Postedhace 30+ días·más...","$45,000 - $50,000 al mes",
ArquitectoTI,DEVOPS ENGINEER,Acute-Talent,"Cuauhtémoc, CDMX•Remoto temporalmente",Postedhace 19 días,"Trabajará con compañeros de equipo y equipos de arquitectos para diseñar una infraestructura segura y de alta disponibilidad.
Postedhace 19 días·más...","$40,000 - $45,000 al mes",
ArquitectoTI,Automation Infrastructure Engineer TI,"Talent Center Institute, S.C.","Querétaro, Qro.",Postedhace 30+ días,"Experiencia de 5 años en puesto similar.
Certificado en tecnologías de contenedores, es decir, OpenShift,Docker, Kubernetes, etc.
Postedhace 30+ días·más...","$80,000 al año",
ArquitectoTI,Quality Assurance,Umvel,"Colonia Condesa, CDMX",Postedhace 30+ días,"En Umvel nos dedicamos al desarrollo de software a medida, seguimos un principio de apertura a las ideas, a la innovación y a los procesos; lo que nos…
Postedhace 30+ días·más...","$75,000 - $85,000 al mes",
ArquitectoTI,Arquitecto de Software Inglés Intermedio,EON IGNITING BUSINESS,"Benito Juárez, CDMX",Postedhace 16 días,"Licenciatura / Ingeniería en sistemas, informática o carrera afín.
Llevar a cabo un flujo de trabajo GIT (GITFlow).
Prestaciones de Ley y Superiores.
Postedhace 16 días·más...","$40,000 - $47,000 al mes",
ArquitectoTI,Desarrollador de Apis y servicios CLoud,Grupo Salinas S.A. de C.V.,"Tlalpan, CDMX•Remoto",Postedhace 28 días,"Escolaridad*: Carrera en Sistemas, Computación, Informática o afín (titulado).
Conocimientos sólidos en REST, Java, Springboot, JSON y SQL.
Postedhace 28 días·más...","$40,000 - $45,000 al mes",
